,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore #5,2017-03-31,0,15,0,0,0,
1,CL Moore #5,2017-03-30,0,15,0,0,0,
2,CL Moore #5,2017-03-29,0,15,0,0,0,
3,CL Moore #5,2017-03-28,0,15,0,0,0,
4,CL Moore #5,2017-03-27,0,15,0,0,0,
5,CL Moore #5,2017-03-26,0,15,0,0,0,
6,CL Moore #5,2017-03-25,0,28,0,0,0,
7,CL Moore #5,2017-03-24,0,15,0,0,0,
8,CL Moore #5,2017-03-23,0,15,0,0,0,
9,CL Moore #5,2017-03-22,0,15,0,0,0,
10,CL Moore #5,2017-03-21,0,10,0,0,0,
11,CL Moore #5,2017-03-20,0,18,0,0,0,
12,CL Moore #5,2017-03-19,0,13,0,0,0,
13,CL Moore #5,2017-03-18,0,13,0,0,0,
14,CL Moore #5,2017-03-17,0,0,0,0,0,well shut in
15,CL Moore #5,2017-03-16,0,0,0,0,0,well shut in
16,CL Moore #5,2017-03-15,0,0,0,0,0,well shut in
17,CL Moore #5,2017-03-14,0,0,0,0,0,well shut in
18,CL Moore #5,2017-03-13,0,0,0,0,0,
19,CL Moore #5,2017-03-12,0,0,0,0,0,
20,CL Moore #5,2017-03-11,0,13,0,0,0,
21,CL Moore #5,2017-03-10,0,13,0,0,0,
22,CL Moore #5,2017-03-09,0,0,0,0,0,well shut in for wireline work
23,CL Moore #5,2017-03-08,0,35,0,0,0,
24,CL Moore #5,2017-03-07,0,0,0,0,0,back pressure valve did not open
25,CL Moore #5,2017-03-06,0,36,0,0,0,
26,CL Moore #5,2017-03-05,0,35,0,0,0,
27,CL Moore #5,2017-03-04,0,35,0,0,0,
28,CL Moore #5,2017-03-03,0,35,0,0,0,
29,CL Moore #5,2017-03-02,0,35,0,0,0,
30,CL Moore #5,2017-03-01,0,35,0,0,0,
